  -0.0000000e+00  -1.8905601e-04   9.6941794e-06   2.2200813e-05   1.7759510e-05  -4.4055614e-06   5.7735542e-06   2.0565876e-05   1.5193030e-05   6.2400422e-06   5.9102586e-06   6.4636401e-06   6.0120055e-07   1.7754742e-06  -1.3250734e-06   3.5064784e-06   2.1078008e-06   7.5063394e-07   1.0759949e-06   1.8213558e-06  -7.5686410e-07  -6.0884094e-07  -1.6447530e-07
  -0.0000000e+00  -1.8481525e-04   1.0757512e-05   7.7735122e-06   1.5947253e-05  -4.0329937e-06   1.0684781e-05   1.7001028e-05   1.8100156e-05   5.1463139e-06   4.4262051e-06   1.9004160e-06   9.3907153e-07   2.7716048e-06   4.0064028e-06  -2.5300801e-06   5.5373216e-06  -7.3507329e-07   2.5676925e-06  -7.5671274e-08  -9.3133980e-07   1.2539085e-06   9.8586702e-07
  -0.0000000e+00  -1.8402208e-04   7.4169120e-06   2.3069770e-05   1.6911892e-05  -3.5365874e-06   1.0679819e-05   1.8057664e-05   8.9255127e-06   1.1118635e-05   6.4530464e-06   2.5404356e-06   3.4428117e-06   4.8091425e-07   2.6320095e-06   3.6005745e-06  -2.6374258e-07  -1.5767581e-06   2.7390786e-07   7.9346364e-07   1.7744351e-06   7.3526672e-07  -6.1456024e-07
  -0.0000000e+00  -1.8789152e-04   1.7888789e-05   9.5800988e-06   1.9794114e-05  -5.6210583e-06   5.9000754e-06   2.1600801e-05   1.3893210e-05   6.1823539e-06   1.8898720e-06   3.6427216e-06   4.4384437e-06   2.3084758e-06   4.4811927e-06   7.5381695e-07   1.8009658e-06   1.4356739e-06   4.4415451e-06  -1.3031232e-06   6.9859487e-07   6.0147096e-07   7.1183445e-07
  -0.0000000e+00  -1.9081160e-04   5.5574519e-06   1.4048148e-05   1.5823955e-05  -6.0354364e-06   7.5610496e-06   2.3145591e-05   1.7059621e-05   8.9331907e-06   6.5329900e-06   3.6397144e-06   2.2492150e-06   5.5303384e-09   1.8971998e-06   3.6947415e-06  -2.3222757e-08  -2.5665145e-07  -1.3241928e-06   1.3016713e-06   1.6713659e-06   2.4802836e-07  -1.2828673e-06
  -0.0000000e+00  -1.8418132e-04   1.4585407e-05   1.6595746e-05   1.9131936e-05   3.9372819e-07   7.6994384e-06   1.4564613e-05   1.4047324e-05   3.5554306e-06   4.7224421e-06   2.7204539e-06   4.8922584e-06   4.5575443e-06  -1.0371314e-06   1.3818060e-06   3.8272460e-06   1.7037146e-07   1.1594182e-06   3.1783512e-07   1.3012842e-06  -2.1040695e-07   2.2198556e-06
  -0.0000000e+00  -1.8099877e-04   5.2562191e-06   1.6383221e-05   1.5528311e-05  -8.4510521e-06   1.4051366e-05   2.2946315e-05   1.6640432e-05   1.2414194e-05   2.8503689e-06   2.6471473e-06   1.0792039e-07   2.3302225e-06   2.4341289e-06   4.7599760e-06  -1.0114277e-06   1.3200375e-06  -9.5366653e-07   1.6035266e-06   1.1590555e-06   2.7631606e-07   1.1832070e-06
  -0.0000000e+00  -1.9336768e-04   1.0036072e-05   1.1525693e-05   1.6782635e-05  -7.3110818e-06   2.6068544e-06   1.9496438e-05   1.0259338e-05   5.2112296e-06   4.5553616e-06   3.5812495e-06   4.7887065e-06   1.7427215e-06   2.7439694e-06   1.5319299e-06   7.8829828e-07   2.0765065e-06  -4.2916523e-07   1.1134871e-06   1.1411888e-06   7.2198685e-07  -1.7773752e-06
  -0.0000000e+00  -1.8476149e-04   1.4431087e-05   1.8421511e-05   1.4895526e-05   3.6761155e-06   8.4070043e-06   2.3352322e-05   1.7893701e-05   8.1217486e-06   5.7714783e-06   3.2458724e-06  -1.7885844e-06   2.5028339e-06   2.4004448e-06   2.1805085e-06  -4.8485504e-07   3.0023514e-07   1.3181631e-06  -2.5083177e-06   8.2518540e-07  -1.4222187e-06   3.2789217e-07
  -0.0000000e+00  -1.9137691e-04   7.0081546e-06   1.4908725e-05   1.6460286e-05  -1.1796173e-05   9.9253893e-06   1.6825214e-05   1.1305319e-05   1.0015695e-05   5.8827745e-06   1.4333855e-06   6.6828202e-06  -3.1314511e-07   1.5176389e-06   2.6014943e-06   2.1257777e-06  -5.3957149e-07  -1.0919297e-06   1.9709482e-06   2.2609702e-06  -1.2192585e-06  -1.2272765e-06
